timestamp,event,roll,pitch,yaw
0.0657802 ,Left ,58,2738630540061 ,46,8795497440897 ,36,4320173661566
0.0884569 ,Left ,58,2783644067197 ,46,8788952109409 ,36,4329645927937
0.103502 ,Left ,58,2847711757327 ,46,8789822566624 ,36,4336607952041
0.1260155 ,Left ,58,2844412065049 ,46,8785978040123 ,36,4359332626404
0.1484254 ,Left ,58,2863462908454 ,46,8793397476128 ,36,4356828854977
0.1710242 ,Left ,58,2917321005863 ,46,881180613369 ,36,4372040066932
0.1860229 ,Left ,58,2917321005863 ,46,881180613369 ,36,4372040066932
0.2085877 ,Left ,58,2953518034204 ,46,8780272873865 ,36,4375732035288
0.2313986 ,Left ,58,2953518034204 ,46,8780272873865 ,36,4375732035288
0.2465575 ,Left ,58,2985029364574 ,46,8787401000667 ,36,4416158409602
0.2689372 ,Left ,58,3059665225407 ,46,8741565166905 ,36,4474688460996
0.2915898 ,Left ,58,3127430180226 ,46,8709437895292 ,36,4536565547856
0.3065355 ,Left ,58,314684628312 ,46,86800286782 ,36,4611719018088
0.3287994 ,Left ,58,3142265075151 ,46,870332834439 ,36,4684109669317
0.3510308 ,Left ,58,3172504665894 ,46,8745224924361 ,36,4756334580444
0.3661171 ,Left ,58,3263619293798 ,46,8783965096718 ,36,4858109930199
0.3886241 ,Left ,58,3387620095655 ,46,8794822841416 ,36,49683334032
0.4112692 ,Left ,58,3452924323982 ,46,883978280876 ,36,5075939344284
0.4263764 ,Left ,58,3480100184855 ,46,8869956195278 ,36,5188544372784
0.4486759 ,Left ,58,3461065356963 ,46,8941631579364 ,36,5323561409375
0.4711888 ,Left ,58,3519912160368 ,46,8986365775498 ,36,5458585092868
0.4864136 ,Left ,58,362033182006 ,46,904962640259 ,36,5565872782125
0.5087153 ,Left ,58,3710795437268 ,46,9122662270613 ,36,5699147351169
0.5312123 ,Left ,58,3779098961668 ,46,9176646376865 ,36,5875265396317
0.5462992 ,Left ,58,3905276986235 ,46,9223117226128 ,36,6103327376979
0.5687202 ,Left ,58,414782536743 ,46,9249029207418 ,36,6343883060849
0.5985847 ,Left ,58,4425551914114 ,46,9292842683942 ,36,6583947877703
0.6137811 ,Left ,58,4652879812475 ,46,9306782951085 ,36,6821556948618
0.636103 ,Left ,58,4754181381899 ,46,9336789116996 ,36,7096451803022
0.6513724 ,Left ,58,4813565382016 ,46,9399477614729 ,36,7297773818043
0.6662059 ,Left ,58,4972165096852 ,46,9495952215653 ,36,7470073740661
0.6887764 ,Left ,58,5183378370631 ,46,9558517410634 ,36,7574714469818
0.7112316 ,Left ,58,5378505794492 ,46,9625545228715 ,36,7641666851862
0.7337722 ,Left ,58,5551535114174 ,46,9676396109909 ,36,7642716380926
0.756338 ,Left ,58,5804943005709 ,46,9738212195201 ,36,7652608656333
0.7863756 ,Left ,58,6352332800652 ,46,9791451789309 ,36,7638788851675
0.8085622 ,Left ,58,6551994653081 ,46,9819839205426 ,36,7668845789712
0.8312338 ,Left ,58,6748496067957 ,46,9844035963435 ,36,7721303968021
0.8462493 ,Left ,58,7067478572325 ,46,987548345011 ,36,7796164745161
0.8613133 ,Left ,58,7439472611032 ,46,9865427290127 ,36,7820539801237
0.883909 ,Left ,58,7668655280728 ,46,9891053415192 ,36,7821598655289
0.8988481 ,Left ,58,7868944168269 ,46,9896564890781 ,36,769330693687
