timestamp,event,roll,pitch,yaw
0.0024972 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.0388899 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.0614469 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.0988274 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.1363528 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.1813999 ,Left ,52.3666355759368 ,61.6996986027686 ,99.4828225534008
0.2187964 ,Left ,52.3658790382281 ,61.7023315962533 ,99.4805843142261
0.2414664 ,Left ,52.3634112873397 ,61.7022219136358 ,99.4796361820568
0.288671 ,Left ,52.3634112873397 ,61.7022219136358 ,99.4796361820568
0.3088541 ,Left ,52.3634112873397 ,61.7022219136358 ,99.4796361820568
0.3463847 ,Left ,52.3634112873397 ,61.7022219136358 ,99.4796361820568
0.3688654 ,Left ,52.3656843884297 ,61.7013957984525 ,99.480534934366
0.3989121 ,Left ,52.3632167914997 ,61.7012861216674 ,99.4795865106596
0.4213913 ,Left ,52.3632167914997 ,61.7012861216674 ,99.4795865106596
0.4588741 ,Left ,52.3656843884297 ,61.7013957984525 ,99.480534934366
0.4814698 ,Left ,52.3666098778162 ,61.7011989882657 ,99.4829704670576
0.5189195 ,Left ,52.3666098778162 ,61.7011989882657 ,99.4829704670576
0.5428649 ,Left ,52.3666098778162 ,61.7011989882657 ,99.4829704670576
0.5789125 ,Left ,52.3658531359459 ,61.7038320463647 ,99.4807317005927
0.6013214 ,Left ,52.3658531359459 ,61.7038320463647 ,99.4807317005927
0.6388542 ,Left ,52.36338524915 ,61.7037223543934 ,99.4797831211427
0.6614346 ,Left ,52.36338524915 ,61.7037223543934 ,99.4797831211427
0.6989181 ,Left ,52.363553793666 ,61.7061589245215 ,99.4799797317847
0.7214512 ,Left ,52.3560065284823 ,61.7089656281631 ,99.4709715371272
0.7588713 ,Left ,52.3471700068626 ,61.7085929532459 ,99.4592758201534
0.7813903 ,Left ,52.3410251689331 ,61.7077654192492 ,99.4484429682131
0.818704 ,Left ,52.3306576024469 ,61.7038178151519 ,99.4107897391672
0.841416 ,Left ,52.3266356221247 ,61.7016472902209 ,99.3840293171648
0.8788019 ,Left ,52.3170841705031 ,61.6933815998967 ,99.3213471864584
0.9013599 ,Left ,52.3117669622953 ,61.6882301933814 ,99.2855247925158
0.9388296 ,Left ,52.308953783781 ,61.6774904210635 ,99.2294669911356
0.9613765 ,Left ,52.3101497892424 ,61.6710002160679 ,99.2107060402491
0.9989764 ,Left ,52.3245421314691 ,61.6664717187269 ,99.1992116421114
1.0213689 ,Left ,52.3404266659056 ,61.6749144546875 ,99.2079163611954
1.0664099 ,Left ,52.3664799936513 ,61.7139141564335 ,99.2371321604853
1.0817377 ,Left ,52.3741393137954 ,61.7348116022682 ,99.2623642982517
1.0963407 ,Left ,52.3723239111751 ,61.7529850601174 ,99.2900597866376
1.1116423 ,Left ,52.3726254796914 ,61.7717312205944 ,99.3227567041017
1.1340223 ,Left ,52.3770104585202 ,61.7853457775425 ,99.3609254159084
1.1564515 ,Left ,52.3823904084545 ,61.7987917258338 ,99.4015798781457
1.171449 ,Left ,52.3794510218118 ,61.8121285367169 ,99.4369402448787
1.1939518 ,Left ,52.3615250681652 ,61.8265010064234 ,99.460213061681
1.2163245 ,Left ,52.3178510481301 ,61.8400323970805 ,99.4713657291048
1.2314583 ,Left ,52.2547779726244 ,61.8551404951077 ,99.4540761361765
1.2538235 ,Left ,52.1887460061816 ,61.8655907890717 ,99.4185050591369
1.2763366 ,Left ,52.1295632592037 ,61.86928193225 ,99.3684097426594
1.2914299 ,Left ,52.065215213845 ,61.8664295718153 ,99.3054985248968
1.3137501 ,Left ,51.9929120835885 ,61.8573520023553 ,99.2328858410028
1.336575 ,Left ,51.9118875349045 ,61.8444721378359 ,99.1588446264866
1.3515752 ,Left ,51.8327314805337 ,61.826190545518 ,99.0895425047581
1.3746311 ,Left ,51.7691403189626 ,61.8128157348208 ,99.0329409366911
1.3963327 ,Left ,51.7196721597857 ,61.7962729332305 ,98.9858648212206
1.4112981 ,Left ,51.6756812272853 ,61.7817723741312 ,98.9473461161503
1.4338149 ,Left ,51.6314281362883 ,61.7678394702182 ,98.9025590280907
1.4569302 ,Left ,51.5931334647989 ,61.7539704392058 ,98.8622313781165
1.4716843 ,Left ,51.5539395222719 ,61.7377755717552 ,98.8194017757144
1.4938543 ,Left ,51.5142551444946 ,61.721098673518 ,98.7805769330122
1.5163985 ,Left ,51.4796142505195 ,61.7071064907677 ,98.7439076118631
1.5314074 ,Left ,51.4679199628403 ,61.6932748495185 ,98.7180932002034
1.5538219 ,Left ,51.4703280571392 ,61.6862353864845 ,98.7021336055832
1.5772692 ,Left ,51.4775606159485 ,61.6834350181442 ,98.6881344645484
1.5914417 ,Left ,51.4884792172021 ,61.6776037817974 ,98.6836942439877
1.6138369 ,Left ,51.5004455254952 ,61.6701249703829 ,98.6817825316886
1.6362298 ,Left ,51.5104037643457 ,61.6603962872336 ,98.6853404875044
1.6513346 ,Left ,51.5169476497188 ,61.6482473749344 ,98.6853594439332
1.6739118 ,Left ,51.5268589492636 ,61.6360938851737 ,98.6887436667952
1.6964528 ,Left ,51.5391744752459 ,61.621660640554 ,98.6929081234254
1.711372 ,Left ,51.5492350518572 ,61.6016530584818 ,98.6961498504571
1.7413468 ,Left ,51.5567173773125 ,61.5830162036915 ,98.6983337815205
1.763926 ,Left ,51.5632773081358 ,61.5645471103679 ,98.6980902952165
