timestamp,event,roll,pitch,yaw
0.0238738 ,Right ,44,5146514941111 ,50,0016225256246 ,35,4077772982016
0.0404688 ,Right ,44,5139223154673 ,50,0064273740164 ,35,4004827769634
0.063108 ,Right ,44,5139223154673 ,50,0064273740164 ,35,4004827769634
0.0839553 ,Right ,44,5148418205146 ,50,0089909482011 ,35,400156315129
0.1004278 ,Right ,44,5156638057587 ,50,0198159723182 ,35,3959536780156
0.1231168 ,Right ,44,5219499721349 ,50,0374645697919 ,35,391275404544
0.1444773 ,Right ,44,5360923850936 ,50,0526593115799 ,35,3876083891506
0.1606243 ,Right ,44,5617311406997 ,50,0706396827586 ,35,3801295914818
0.1831085 ,Right ,44,5829572820829 ,50,0882086662934 ,35,3701784121052
0.2046745 ,Right ,44,6138009591589 ,50,0977114475285 ,35,349265330884
0.2210274 ,Right ,44,6436860603362 ,50,1032328641606 ,35,3201122453462
0.2436958 ,Right ,44,6654975622732 ,50,1002173215577 ,35,276172533313
0.2641743 ,Right ,44,6611152306116 ,50,092096481729 ,35,2290081716278
0.28071 ,Right ,44,6450229213572 ,50,0726809338869 ,35,1865965782856
0.3032194 ,Right ,44,6749086275285 ,50,0440583325828 ,35,1366517700413
0.3240897 ,Right ,44,7420759093266 ,50,0265618583637 ,35,0949752459314
0.3403558 ,Right ,44,8078054486275 ,50,045391766235 ,35,0464541146512
0.363142 ,Right ,44,8593634023478 ,50,0842934638335 ,35,0025361696701
0.3838151 ,Right ,44,8883780446163 ,50,0858574334432 ,34,989353285922
0.4004551 ,Right ,44,9078019791458 ,50,0742808278441 ,34,9928011779046
0.4229947 ,Right ,44,9474923129476 ,50,0593563771079 ,35,0072395196381
0.4454453 ,Right ,44,9502566025799 ,50,0374821196317 ,35,0130925793293
0.4606191 ,Right ,44,9469263626534 ,50,0356010853708 ,35,0134382630904
0.4830512 ,Right ,44,9574098376528 ,50,0459367606406 ,35,0170446385245
0.5056641 ,Right ,44,9380458693635 ,50,0548734438104 ,35,051451513634
0.5206027 ,Right ,44,9144866291724 ,50,0340843291792 ,35,0925463582447
0.5428589 ,Right ,44,8810486917067 ,50,0139264725161 ,35,1259029199554
0.5661094 ,Right ,44,7700496336276 ,50,0387566175786 ,35,1873854586567
0.5874068 ,Right ,44,6962755609969 ,50,034152512646 ,35,2504291631058
0.6035861 ,Right ,44,6820859740644 ,50,0136850442175 ,35,3009387608398
0.6259737 ,Right ,44,6858092514632 ,50,0086043784185 ,35,3398747048896
0.6467626 ,Right ,44,6804012494938 ,50,0196761667799 ,35,3680695163566
0.6630072 ,Right ,44,6567035710389 ,50,0325617628812 ,35,3969187894995
0.6853877 ,Right ,44,6243071784239 ,50,0335700479897 ,35,4338907364366
0.6999871 ,Right ,44,5836228098316 ,50,0347765989114 ,35,4541359563558
0.7305059 ,Right ,44,5404550836962 ,50,0310005398354 ,35,4665661299422
0.7531283 ,Right ,44,5165865208161 ,50,0189627909608 ,35,4776438935913
0.7599101 ,Right ,44,4987467564254 ,50,0021248291093 ,35,4811272598322
0.7831247 ,Right ,44,4969608688409 ,49,9887439424864 ,35,4856488350262
0.80559 ,Right ,44,4984813294733 ,49,9736629690007 ,35,4948226523716
0.8200048 ,Right ,44,4851658144276 ,49,9625791862273 ,35,5066688690011
0.8431719 ,Right ,44,458561063887 ,49,9557467216898 ,35,516507642958
0.8654944 ,Right ,44,4470080771819 ,49,9530256628285 ,35,520321382277
0.8799135 ,Right ,44,4451605291833 ,49,9536929134956 ,35,5287298783611
0.9030999 ,Right ,44,4547649871722 ,49,9492714127891 ,35,539058282736
0.925649 ,Right ,44,4618024287089 ,49,9452751373966 ,35,5470098423436
0.9473309 ,Right ,44,4670129190734 ,49,9404361070218 ,35,5548678569755
0.9630834 ,Right ,44,4557245562834 ,49,9383362829992 ,35,5634464977845
0.985645 ,Right ,44,454837507213 ,49,940055937921 ,35,5630317851132
1.0063582 ,Right ,44,4644086453176 ,49,9431231403209 ,35,5652380962296
1.0231428 ,Right ,44,4802722347602 ,49,9434551655041 ,35,5731059617855
1.0450297 ,Right ,44,4813686261105 ,49,9520940968041 ,35,5829128199762
1.0665488 ,Right ,44,4600496980699 ,49,9690713195805 ,35,5864019265071
1.0831791 ,Right ,44,4454592891633 ,49,9827260217915 ,35,5941832311303
1.1054568 ,Right ,44,4533225727376 ,49,9927525289116 ,35,5905764887578
1.1264306 ,Right ,44,4439852209944 ,50,0118352007732 ,35,5888598288491
1.1428955 ,Right ,44,4397806793902 ,50,029297021242 ,35,5876324093818
1.1656532 ,Right ,44,4461417407822 ,50,0418638892171 ,35,5794558398478
1.1865903 ,Right ,44,4328083872413 ,50,0543835883088 ,35,5735055800754
1.2031852 ,Right ,44,4321492295819 ,50,0672302481054 ,35,5866700137175
1.2257643 ,Right ,44,4656723243318 ,50,0571529149218 ,35,5871721812252
1.2468781 ,Right ,44,4352877611977 ,50,0343776959608 ,35,5905141354829
1.2630885 ,Right ,44,367072873783 ,50,0098348798587 ,35,6021498183954
1.2853978 ,Right ,44,3194607376483 ,50,0152543282168 ,35,6145889130015
1.3064966 ,Right ,44,3479120830727 ,50,0429882656412 ,35,6426499462399
1.3231069 ,Right ,44,4116687062411 ,50,0593360998434 ,35,6848120639643
1.3454436 ,Right ,44,4444758487884 ,50,0577225753652 ,35,6992148790089
1.3664761 ,Right ,44,4380675322803 ,50,0444247451781 ,35,7031408211348
